id_ies,nome_ies,organizacao_academica,sistema_de_ensino,categoria_administrativa,situacao_da_ies,UF_PROCESSO,UF_CADASTRO,municipio_processo,municipio_cadastro,uf,PUBLICA_PRIVADA,AMBITO_ADMINISTRATIVO
10694,FACULDADE DE CIENCIAS E DESENVOLVIMENTO DO VALE DO CAPIBARIBE - FADEVALE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PE,,Limoeiro,,PE,PRIVADA,FEDERAL
107,UNIVERSIDADE FEDERAL DE SAO JOAO DEL REI - UFSJ,UNIVERSIDADE,FEDERAL,PÚBLICA FEDERAL,ATIVA,MG,MG,São João del Rei,São João del Rei,MG,PÚBLICA,FEDERAL
1070,FACULDADE CNEC UNAI -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MG,MG,Unaí,Unaí,MG,PRIVADA,FEDERAL
1071,FACULDADE NOVA ROMA DE CAMPO GRANDE - FNR - CAMPO GRANDE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,MS,MS,Campo Grande,Campo Grande,MS,PRIVADA,FEDERAL
10713,FACULDADE CATARINA DE SIENA - FCS,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,RN,,Pau dos Ferros,,RN,PRIVADA,FEDERAL
10716,FACULDADE DOM BOSCO LTDA - FDB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Curitiba,,PR,PRIVADA,FEDERAL
10718,FACULDADE DOM BOSCO - FDB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Curitiba,,PR,PRIVADA,FEDERAL
1072,FACULDADE AFIRMATIVO - FAFI,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,MT,MT,Cuiabá,Cuiabá,MT,PRIVADA,FEDERAL
10728,CENTRO UNIVERSITARIO DIOCESANO DO SUDOESTE DO PARANA - UNICS,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,PR,,Palmas,,PR,PRIVADA,FEDERAL
1075,CENTRO UNIVERSITARIO - UNIESP - UNIESP,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PB,PB,Cabedelo,Cabedelo,PB,PRIVADA,FEDERAL
10756,INSTITUTO SUPERIOR DE EDUCACAO DO MARANHAO - ISEMA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MA,,São Luís,,MA,PRIVADA,FEDERAL
10759,FACULDADE ARAUTOS DO EVANGELHO - FAEV,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,Caieiras,,SP,PRIVADA,FEDERAL
1076,,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,PB,PB,Cajazeiras,Cajazeiras,PB,PRIVADA,FEDERAL
1077,CENTRO UNIVERSITARIO ESTACIO DO RECIFE -,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PE,PE,Recife,Recife,PE,PRIVADA,FEDERAL
1078,CENTRO UNIVERSITARIO INTEGRADO DE CAMPO MOURAO -,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PR,PR,Campo Mourão,Campo Mourão,PR,PRIVADA,FEDERAL
10785,FACULDADE DE TECNOLOGIA POLITEC - FATEP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PE,,Recife,,PE,PRIVADA,FEDERAL
10787,CENTRO INTEGRADO DE TERAPIAS ENERGETICAS - CITE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PE,,Recife,,PE,PRIVADA,FEDERAL
1079,FACULDADE MARINGA - CESPAR,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,PR,PR,Maringá,Maringá,PR,PRIVADA,FEDERAL
10793,FACULDADE DE DIREITO VALE DO ASSU - FADIVA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RN,,Açu,,RN,PRIVADA,FEDERAL
1080,CENTRO UNIVERSITARIO ARTHUR SA EARP NETO - UNIFASE,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RJ,RJ,Petrópolis,Petrópolis,RJ,PRIVADA,FEDERAL
1081,FACULDADE DE ENGENHARIA DE RESENDE - FER,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RJ,RJ,Resende,Resende,RJ,PRIVADA,FEDERAL
10811,FACULDADE VIPACS - VIPACS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RS,,Taquara,,RS,PRIVADA,FEDERAL
1082,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE - IFRN/RN","INSTITUIÇÃO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",FEDERAL,PÚBLICA FEDERAL,ATIVA,RN,RN,Natal,Natal,RN,PÚBLICA,FEDERAL
10829,WMW & CONSULTORES ASSOCIADOS - WMW,INSTITUIÇÃO ESPECIALMENTE CREDENCIADA PARA OFERTA DE CURSOS LATO SENSU,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RJ,,Rio de Janeiro,,RJ,PRIVADA,FEDERAL
10833,FACULDADE INTERNACIONAL DE TECNOLOGIA E CIENCIA - FITEC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Nova Lima,,MG,PRIVADA,FEDERAL
10836,FACULDADE UNIAO ARARUAMA DE ENSINO S/S LTDA. - FAC-UNILAGOS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,RJ,RJ,Araruama,Araruama,RJ,PRIVADA,FEDERAL
10838,FACULDADE DE TECNOLOGIA SANTA MARIA - FATESMA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
10839,,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
1084,CENTRO UNIVERSITARIO CNEC DE BENTO GONCALVES -,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RS,RS,Bento Gonçalves,Bento Gonçalves,RS,PRIVADA,FEDERAL
10842,INSTITUTO SUPERIOR DE EDUCACAO DA AMERICA LATINA - ISAL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Curitiba,,PR,PRIVADA,FEDERAL
10844,CENTRO DE ENSINO SUPERIOR DE VITORIA - CESV,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,ES,,Vitória,,ES,PRIVADA,FEDERAL
10846,FACULDADE DE INOVACAO DO PARANA - FAI,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,PR,PR,Maringá,Maringá,PR,PRIVADA,FEDERAL
1085,FACULDADE METODISTA CENTENARIO - FMC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RS,RS,Santa Maria,Santa Maria,RS,PRIVADA,FEDERAL
10855,INSTITUTO DE ENSINO E PESQUISA EM ADMINISTRACAO - INEPAD,INSTITUIÇÃO ESPECIALMENTE CREDENCIADA PARA OFERTA DE CURSOS LATO SENSU,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,Ribeirão Preto,,SP,PRIVADA,FEDERAL
1086,FACULDADE DE EDUCACAO DE COLORADO DO OESTE - FAEC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,RO,RO,Colorado do Oeste,Colorado do Oeste,RO,PRIVADA,FEDERAL
10860,FACULDADE DO MEDIO PARNAIBA - FAMEP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PI,,São Pedro do Piauí,,PI,PRIVADA,FEDERAL
10862,FACULDADE TECNOLOGICA DE GASTRONOMIA E EVENTOS DE CURITIBA - FATEGE,FACULDADE DE TECNOLOGIA,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Curitiba,,PR,PRIVADA,FEDERAL
1087,CENTRO UNIVERSITARIO APARICIO CARVALHO -,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,RO,RO,Porto Velho,Porto Velho,RO,PRIVADA,FEDERAL
10870,ESCOLA AGROTECNICA FEDERAL ANTONIO JOSE TEIXEIRA - EAFAJT,FACULDADE,FEDERAL,PÚBLICA FEDERAL,,BA,,Guanambi,,BA,PÚBLICA,FEDERAL
10874,ESCOLA SUPERIOR DE AGRONOMIA DE PARAGUACU PAULISTA - ESAPP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,Paraguaçu Paulista,,SP,PRIVADA,FEDERAL
10878,FACULDADE DO JARDIM INGA - FAJIN,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Luziânia,,GO,PRIVADA,FEDERAL
10879,FACULDADE CHAPANET - FACHAP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,CE,,Banabuiú,,CE,PRIVADA,FEDERAL
1089,CENTRO DE EDUCACAO SUPERIOR - UNICA - UNICA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SC,SC,Florianópolis,Florianópolis,SC,PRIVADA,FEDERAL
10892,FACULDADE JOSE ONOFRE DE SOUZA - FACIELBS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,ES,,Vitória,,ES,PRIVADA,FEDERAL
109,FACULDADES INTEGRADAS RUI BARBOSA - FIRB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Andradina,Andradina,SP,PRIVADA,FEDERAL
1090,FACULDADE SAO LUIS DE FRANCA - FSLF,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SE,SE,Aracaju,Aracaju,SE,PRIVADA,FEDERAL
10901,ESCOLA SUPERIOR DE EDUCACAO FISICA DA ALTA PAULISTA - ESEFAP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Tupã,,SP,PRIVADA,FEDERAL
1091,FACULDADE DE PEDAGOGIA DE VARGEM GRANDE PAULISTA - FPVGP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,Vargem Grande Paulista,,SP,PRIVADA,FEDERAL
10913,,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,GO,,Goiânia,,GO,PRIVADA,FEDERAL
1092,FACULDADES INTEGRADAS DE BAURU - FIB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Bauru,Bauru,SP,PRIVADA,FEDERAL
10921,FACULDADE DE CIENCIAS E TECNOLOGIA DO MARANHAO - FACEMA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,MA,MA,Caxias,Caxias,MA,PRIVADA,FEDERAL
10923,,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,DF,DF,Brasília,Brasília,DF,PRIVADA,FEDERAL
10929,FACULDADE SANTO ANDRE - FASA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,RO,RO,Cacoal,Cacoal,RO,PRIVADA,FEDERAL
1093,FACULDADE DE CIENCIAS JURIDICAS E GERENCIAIS DE GARCA - FAEG,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SP,SP,Garça,Garça,SP,PRIVADA,FEDERAL
10930,FACULDADE DE GUARAPARI - FAG,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,ES,,Guarapari,,ES,PRIVADA,FEDERAL
10948,INSTITUTO EDUCACIONAL DE ESPECIALIZACAO LILIAN CARLA - IESLI,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Bauru,,SP,PRIVADA,FEDERAL
1095,FACULDADE DE ADMINISTRACAO E NEGOCIOS DE MONTE ALTO - FAN,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,Monte Alto,Monte Alto,SP,PRIVADA,FEDERAL
10950,FACULDADE MARECHAL CANDIDO RONDON - FAMAR,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,RO,RO,Ji-Paraná,Ji-Paraná,RO,PRIVADA,FEDERAL
1096,FACULDADE DE PRESIDENTE EPITACIO - FAPE - FAPE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Presidente Epitácio,Presidente Epitácio,SP,PRIVADA,FEDERAL
1097,FACULDADES INTEGRADAS DE SAO PAULO - FISP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
10976,INSTITUTO DE POS-GRADUACAO PIO XII - PIO XII,INSTITUIÇÃO ESPECIALMENTE CREDENCIADA PARA OFERTA DE CURSOS LATO SENSU,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Curitiba,,PR,PRIVADA,FEDERAL
1099,FACULDADE DE EDUCACAO E CIENCIAS GERENCIAIS DE SAO PAULO - FECG-SP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
10996,FACULDADE TEOLOGICA E APOLOGETICA CRISTAO DR. WALTER MARTIN - FWM,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
11,UNIVERSIDADE CATOLICA DE PERNAMBUCO - UNICAP,UNIVERSIDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,PE,PE,Recife,Recife,PE,PRIVADA,FEDERAL
1100,CENTRO UNIVERSITARIO CARLOS DRUMMOND DE ANDRADE - UNIDRUMMOND,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
11003,INSTITUTO CATARINENSE DE ESTUDOS AVANCADOS - ICEA,INSTITUTO SUPERIOR OU ESCOLA SUPERIOR,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SC,,Blumenau,,SC,PRIVADA,FEDERAL
11004,ESCOLA SUPERIOR DE EDUCACAO FISICA DA ALTA PAULISTA - ESEFAP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Tupã,,SP,PRIVADA,FEDERAL
11007,FACULDADE CENTRO OESTE DO PARANA - FACEOPAR,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,PR,PR,Laranjeiras do Sul,Laranjeiras do Sul,PR,PRIVADA,FEDERAL
11014,INSTITUTO DE ESTUDOS DE AVANCADOS DA AUDICAO - IEAA,INSTITUTO SUPERIOR OU ESCOLA SUPERIOR,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
1103,FACULDADE DE ADMINISTRACAO SAO PAULO - FAPI,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
11030,CENTRO DE ESTUDOS ODONTOLOGICOS DO IPSEMG - CEO-IPSEMG,INSTITUIÇÃO ESPECIALMENTE CREDENCIADA PARA OFERTA DE CURSOS LATO SENSU,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Belo Horizonte,,MG,PRIVADA,FEDERAL
11039,,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MT,,Cáceres,,MT,PRIVADA,FEDERAL
11041,"FACULDADE DE EDUCACAO, PESQUISA E EXTENSAO - FAESPE",FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,GO,,Goianésia,,GO,PRIVADA,FEDERAL
11042,FACULDADE EVANGELICA DO NORDESTE BRASILEIRO - FAENEB,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,PI,,Floriano,,PI,PRIVADA,FEDERAL
11061,FACULDADE ACCTIVA DE CIENCIA E TECNOLOGIA - FACT,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
11062,FACULDADE DE ENGENHARIA E INOVACAO TECNOLOGICA - FEIT,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Maringá,,PR,PRIVADA,FEDERAL
1107,CENTRO UNIVERSITARIO ESTACIO DO CEARA - ESTACIO FIC,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,CE,CE,Fortaleza,Fortaleza,CE,PRIVADA,FEDERAL
11115,FACULDADE ORACULO - FACOR,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
11117,FUNDACAO ESCOLA SUPERIOR DO MINISTERIO PUBLICO - FESMIP-PB,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,PB,,João Pessoa,,PB,PRIVADA,FEDERAL
1113,CENTRO UNIVERSITARIO EURO-AMERICANO - UNIEURO,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,DF,DF,Brasília,Brasília,DF,PRIVADA,FEDERAL
1115,CENTRO UNIVERSITARIO SANTA TEREZINHA - CEST,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MA,MA,São Luís,São Luís,MA,PRIVADA,FEDERAL
11152,INSTITUTO DE ENSINO SUPERIOR MULTIPLO - IESM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MA,,Timon,,MA,PRIVADA,FEDERAL
11161,FACULDADE IBGEN - INSTITUTO BRASILEIRO DE GESTAO DE NEGOCIOS - IBGEN,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,,,,,,PRIVADA,FEDERAL
1118,FACULDADE DE MIRASSOL -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Mirassol,Mirassol,SP,PRIVADA,FEDERAL
1119,"FACULDADE PLANALTO DE FILOSOFIA, CIENCIAS E LETRAS - FACPLAN",FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,DF,DF,Brasília,Brasília,DF,PRIVADA,FEDERAL
1120,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIAS E TECNOLOGIA FLUMINENSE - IF FLUMINENSE","INSTITUIÇÃO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",FEDERAL,PÚBLICA FEDERAL,ATIVA,RJ,RJ,Campos dos Goytacazes,Campos dos Goytacazes,RJ,PÚBLICA,FEDERAL
11201,FACULDADE SETE DE SETEMBRO - FASS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Caldas Novas,,GO,PRIVADA,FEDERAL
11202,ESCOLA DE NEGOCIOS DO ESTADO DA BAHIA - ENEB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,,,,,,PRIVADA,FEDERAL
1122,FACULDADE REGES DE OSVALDO CRUZ -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,Osvaldo Cruz,Osvaldo Cruz,SP,PRIVADA,FEDERAL
11226,FACULDADE DE TECNOLOGIA INESUL DE IMPERATRIZ - FIIM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MA,,Imperatriz,,MA,PRIVADA,FEDERAL
11227,"FACULDADE DE SAUDE, CIENCIAS E TECNOLOGIA DE CAMPO MOURAO - FASCAM",FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,PR,,Campo Mourão,,PR,PRIVADA,FEDERAL
1123,INSTITUTO DE EDUCACAO SUPERIOR UNYAHNA DE SALVADOR - IESUS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,BA,BA,Salvador,Salvador,BA,PRIVADA,FEDERAL
1124,FACULDADE DOM PEDRO II DE BARREIRAS - DP II BARREIRAS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,BA,BA,Barreiras,Barreiras,BA,PRIVADA,FEDERAL
1125,FACULDADES INTEGRADAS ESPIRITA - FIES,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,PR,PR,Curitiba,Curitiba,PR,PRIVADA,FEDERAL
11256,INSTITUTO DE CIENCIAS DO HAOC - ICHAOC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
11257,INSTITUTO DE CIENCIAS HAOC - ICHAOC,INSTITUIÇÃO ESPECIALMENTE CREDENCIADA PARA OFERTA DE CURSOS LATO SENSU,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE - UNICENTRO,UNIVERSIDADE,ESTADUAL,PÚBLICA ESTADUAL,ATIVA,PR,PR,Guarapuava,Guarapuava,PR,PÚBLICA,ESTADUAL
11263,INSTITUTO SUPERIOR DE EDUCACAO DE SALGUEIRO - ISES,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PE,,Salgueiro,,PE,PRIVADA,FEDERAL
1128,UNIVERSIDADE DE ITAUNA - UI,UNIVERSIDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MG,MG,Itaúna,Itaúna,MG,PRIVADA,FEDERAL
11289,ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SAO PAULO - ESNS-SP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
1129,CENTRO UNIVERSITARIO DO NORTE DE SAO PAULO - UNORTE,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,São José do Rio Preto,São José do Rio Preto,SP,PRIVADA,FEDERAL
11299,FACULDADE VERONICA JANE - FVJ,FACULDADE,FEDERAL,,,DF,,Brasília,,DF,PRIVADA,FEDERAL
1130,FACULDADE METODISTA DE CIENCIAS HUMANAS E EXATAS - METODISTA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,Birigui,Birigui,SP,PRIVADA,FEDERAL
11300,FACULDADE FRB - FFRB,FACULDADE,FEDERAL,,,DF,,Brasília,,DF,PRIVADA,FEDERAL
11301,FACULDADE SUPERIOR DO BRASIL - CESB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Valparaíso de Goiás,,GO,PRIVADA,FEDERAL
11302,ESCOLA AGROTECNICA FEDERAL DE CATU - EAF CATU,INSTITUTO SUPERIOR OU ESCOLA SUPERIOR,FEDERAL,PÚBLICA FEDERAL,,BA,,Catu,,BA,PÚBLICA,FEDERAL
11308,FACULDADE ANHANGUERA DE SUMARE - FACSUMARE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Sumaré,Sumaré,SP,PRIVADA,FEDERAL
1131,CENTRO UNIVERSITARIO SANTO AGOSTINHO - UNIFSA,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PI,PI,Teresina,Teresina,PI,PRIVADA,FEDERAL
11325,INSTITUTO DE ENSINO SUPERIOR DE CANDEIAS - IESC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Candeias,,BA,PRIVADA,FEDERAL
11331,,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Salvador,,BA,PRIVADA,FEDERAL
1136,FACULDADE UNIFACIG - FACIG,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,PE,PE,Igarassu,Igarassu,PE,PRIVADA,FEDERAL
11371,FACULDADE TEOREMA - TEOREMA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,PA,,Belém,,PA,PRIVADA,FEDERAL
11376,FACULDADE VILLA-LOBOS DO CONE-LESTE PAULISTA - FAV-COLESP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SP,SP,São José dos Campos,São José dos Campos,SP,PRIVADA,FEDERAL
1138,CENTRO DE EDUCACAO SUPERIOR DE BLUMENAU - CESBLU,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SC,SC,Blumenau,Blumenau,SC,PRIVADA,FEDERAL
11384,FACULDADE ANHANGUERA DE RIBEIRAO PRETO -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SP,SP,Ribeirão Preto,Ribeirão Preto,SP,PRIVADA,FEDERAL
1139,FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG - FEAD - MG,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Belo Horizonte,Belo Horizonte,MG,PRIVADA,FEDERAL
11394,FACULDADE INTEGRADO DO RIO GRANDE DO SUL - FIRSUL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RS,,Porto Alegre,,RS,PRIVADA,FEDERAL
11396,FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA - UNIFAP,FACULDADE,FEDERAL,PÚBLICA FEDERAL,,AP,,Macapá,,AP,PÚBLICA,FEDERAL
11409,FACULDADES IESGO - IESGO,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Formosa,,GO,PRIVADA,FEDERAL
1141,CENTRO UNIVERSITARIO GAMA E SOUZA -,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RJ,RJ,Rio de Janeiro,Rio de Janeiro,RJ,PRIVADA,FEDERAL
1142,FACULDADE DE DIREITO DE VITORIA - FDV,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,ES,ES,Vitória,Vitória,ES,PRIVADA,FEDERAL
11428,FACULDADE DE TECNOLOGIA ALTO MEDIO SAO FRANCISCO - FAC FUNAM,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MG,MG,Pirapora,Pirapora,MG,PRIVADA,FEDERAL
11429,FACULDADE ESPECIALIZADA NA AREA DE SAUDE DO RIO GRANDE DO SUL - FASURGS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,RS,RS,Passo Fundo,Passo Fundo,RS,PRIVADA,FEDERAL
1143,FACULDADE DE CIENCIAS DE TIMBAUBA - FACET,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,PE,PE,Timbaúba,Timbaúba,PE,PRIVADA,FEDERAL
1144,FACULDADE DE CIENCIAS HUMANAS - IMENSU,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,Mairiporã,Mairiporã,SP,PRIVADA,FEDERAL
